CUSTOMER_ID,CUSTOMER_NAME,POSTAL_CODE,STATE,CITY,ADDRESS_LINE1,ADDRESS_LINE2,AGE,EMPLOYMENT_STATUS,SOCIAL_CLASS,RISK_SEGMENTATION,MARITAL_STATUS,POLICY_NUMBER
A00003507,Oliver Scott,94587,CA,Union City,33300 Mission Boulevard,#APT 174,46,Y,MI,L,Y,PLC00000771
A00002624,Cynthia Perales,81435,CO,Telluride,35 Pilot Knob Lane,#204,64,Y,MI,M,Y,PLC00008756
A00005863,Carolyn Preciado,37203,TN,Nashville,3180 Parthenon Avenue,#110,48,N,MI,L,Y,PLC00000122
A00009582,Elaine Barrett,85305,AZ,Glendale,8821 West Myrtle Avenue,,35,Y,HI,L,N,PLC00005641
A00000700,Alfredo Antonio,31419,GA,Savannah,1431 King George Boulevard,#21-C,47,Y,MI,H,Y,PLC00009012
A00008684,Sandra Reynolds,95815,CA,Sacramento,1222 Arcade Boulevard,,63,Y,LI,M,Y,PLC00002100
A00009286,Dennis Pugh,95966,CA,Oroville,1870 A Street,,30,Y,HI,M,N,PLC00006464
A00003437,Jonathan Couch,2568,MA,Oak Bluffs,93 Alpine Avenue,,29,Y,HI,M,N,PLC00008563
A00003258,Peggy Robinson,5855,VT,Newport,589 East Main Street,,30,Y,MI,L,Y,PLC00005540
A00006522,Rodney Fuhrman,1841,MA,Lawrence,104 Bennington Street,,52,Y,LI,M,N,PLC00001917
A00006218,Alejandro Mitchell,6040,CT,Manchester,91 Eldridge Street,,49,Y,MI,M,Y,PLC00003393
A00004738,Arthur Broughton,2301,MA,Brockton,9 Montello Street,#11,47,Y,HI,H,N,PLC00008686
A00004917,Clay Bracken,94536,CA,Fremont,38252 Farwell Drive,,62,Y,LI,M,N,PLC00007560
A00000985,William Waston,94555,CA,Fremont,2807 Huxley Place,,34,Y,LI,L,N,PLC00009999
A00003668,Edward Norris,32405,FL,Panama City,2716 Fairmont Drive,,52,Y,MI,L,N,PLC00003105
A00005973,Matthew Nitz,2155,MA,Medford,122 Summer Street,#1,29,Y,MI,L,Y,PLC00008111
A00009863,Mary Bowlin,40245,KY,Louisville,14213 Doc Hawley Street,,52,Y,MI,L,N,PLC00005308
A00002814,Kenneth Clemmons,40228,KY,Louisville,8716 Astrid Avenue,,55,Y,MI,L,Y,PLC00001283
A00005459,Dale Richey,40204,KY,Louisville,1046 Dudley Avenue,,29,Y,MI,M,Y,PLC00001636
A00000225,Colby Cervantez,5149,VT,,68 Route 66,,33,Y,LI,L,N,PLC00004961
A00000829,Mildred Tower,31404,GA,Savannah,2139 Glynnwood Drive,,59,Y,HI,M,Y,PLC00000875
A00003911,Dewey Ortega,40245,KY,Louisville,1112 Flat Rock Road,,54,Y,MI,M,Y,PLC00004336
A00007053,Tim Mello,80003,CO,Arvada,6941 West 87th Way,,58,Y,MI,M,N,PLC00008284
A00005662,Laura Imperial,72701,AR,Fayetteville,910 Arlington Terrace,,37,Y,LI,M,Y,PLC00007316
A00005043,Sharon Garcia,37221,TN,Nashville,7405 River Park Drive,,59,Y,LI,L,N,PLC00001652
A00001427,Teresa Petitt,20007,DC,Washington,2330 39th Street Northwest,,51,Y,MI,M,Y,PLC00008889
A00004471,Lance Watson,72701,AR,Fayetteville,2222 Martin Luther King Junior Boulevard,,52,Y,MI,L,Y,PLC00004674
A00007467,Lillian Fruman,85301,AZ,Glendale,5747 West Missouri Avenue,#122,30,Y,HI,M,Y,PLC00001810
A00001991,Grant Baugh,85302,AZ,Glendale,10202 North 51st Drive,,60,Y,MI,L,Y,PLC00000493
A00009834,Erin Ribron,20009,DC,Washington,1627 Connecticut Avenue Northwest,,47,Y,MI,L,Y,PLC00001487
A00001267,Margaret Staples,80004,CO,Arvada,8935 Cole Drive,,38,Y,MI,L,Y,PLC00004169
A00009597,Marie Hayes,94040,CA,Mountain View,2685 California Street,#APT 305,46,Y,MI,M,Y,PLC00002777
A00008776,Melanie Richardson,20011,DC,Washington,5722 8th Street Northwest,,43,N,HI,L,Y,PLC00005072
A00003150,Eugene Bonifer,20012,DC,Washington,6419 8th Street Northwest,,30,N,LI,M,N,PLC00004208
A00002278,Dorothy Winters,20018,DC,Washington,2741 31st Place Northeast,,56,Y,MI,L,Y,PLC00002559
A00002158,Antoinette Morgan,40299,KY,Louisville,10914 Oak Harbor Drive,,60,Y,HI,M,Y,PLC00000237
A00000467,Carol Rowell,85305,AZ,Glendale,9009 West Nicolet Avenue,,64,Y,HI,H,Y,PLC00001403
A00004434,Clarence Pittman,32466,FL,Youngstown,7202 Jump Street,,60,Y,LI,M,Y,PLC00006715
A00000825,William Young,21114,MD,Crofton,2315 Kezey Court,,36,Y,HI,M,Y,PLC00000859
A00000513,Jessica Ecker,40211,KY,Louisville,3620 Colmar Drive,,48,Y,LI,L,Y,PLC00002870
A00009020,Clarissa Brandwein,5763,VT,Pittsford,141 Parker Road,,31,Y,MI,L,N,PLC00002903
A00009122,Robert Wheeler,31405,GA,Savannah,503 Early Street,,45,Y,LI,H,Y,PLC00006964
A00006678,Jennifer Jonason,20032,DC,Washington,1559 Alabama Avenue Southeast,,32,Y,MI,M,Y,PLC00005585
A00004630,Brenda Dell,72701,AR,Fayetteville,678 Fairlane Street,,55,Y,MI,L,Y,PLC00009081
A00007997,Jeffery Johnson,31419,GA,Savannah,26 Greenbriar Drive,,62,Y,MI,M,N,PLC00008472
A00004157,Terry Miller,80004,CO,Arvada,12245 West 71st Place,,39,Y,MI,M,Y,PLC00009607
A00002429,Robert Young,2176,MA,Melrose,82 East Foster Street,#2,30,Y,MI,M,Y,PLC00005361
A00008949,Timothy Parks,32413,FL,Panama City,124 Crane Street,,55,Y,LI,M,N,PLC00004196
A00008483,Carol Bronk,99503,AK,Anchorage,4516 Old Seward Highway,,45,Y,LI,M,Y,PLC00005644
A00006996,Edward Mendez,72730,AR,Farmington,190 Countryside Drive,,52,Y,LI,M,Y,PLC00002789
A00008119,Randall Thompson,2721,MA,Fall River,225 Almond Street,#3E,55,Y,LI,M,Y,PLC00001451
A00003908,Josephine Saldana,32444,FL,Lynn Haven,1501 New Hampshire Avenue,,46,Y,MI,M,N,PLC00009865
A00009282,Larry Reyes,32404,FL,Panama City,6412 Lenawee Street,,36,Y,HI,M,N,PLC00000654
A00003754,Suzan Rector,85302,AZ,Glendale,9110 North 63rd Drive,,55,Y,MI,M,Y,PLC00005685
A00004800,Gloria Samons,21225,MD,Brooklyn Park,5900 Upland Road,,64,Y,HI,L,Y,PLC00000514
A00005341,Juanita Vogler,40291,KY,Louisville,5801 South Watterson Trail,,50,Y,MI,L,Y,PLC00001063
A00003241,Raymond Ramos,1880,MA,Wakefield,53 Greenwood Avenue,#1,64,Y,LI,L,Y,PLC00005235
A00007692,Jennifer Nutt,6042,CT,Manchester,345 Buckland Hills Drive,#7,42,Y,MI,M,N,PLC00008913
A00005148,David Minter,5641,VT,Barre,84 Orange Street,,56,Y,MI,M,Y,PLC00003660
A00009884,Barbara Williams,92103,CA,San Diego,222 Quince Street,#2-B,37,Y,MI,L,Y,PLC00004235
A00007198,Guy Bouchard,95462,CA,Monte Rio,20370 California 116,,35,N,LI,M,Y,PLC00007652
A00005556,Erica Rasmussen,36116,AL,Montgomery,4960 Paddock Club Drive,,33,Y,HI,M,Y,PLC00000677
A00003462,Ross Vaden,81004,CO,Pueblo,620 Veta Avenue,,44,Y,MI,L,N,PLC00000834
A00001997,Tina Parrish,5735,VT,Castleton,175 Creek Road,,62,Y,LI,M,Y,PLC00004873
A00001085,Michele Lumpkin,40242,KY,Plantation,8704 Bayberry Place,,41,Y,LI,H,Y,PLC00006665
A00006131,Elizabeth Morgan,40242,KY,Plantation,8704 Bayberry Place,,37,Y,HI,M,Y,PLC00007168
A00003689,Timothy Shippy,20019,DC,Washington,832 51st Street Northeast,,64,Y,MI,L,Y,PLC00004339
A00006658,Earl Masse,6042,CT,Manchester,18 Cambridge Street,,38,Y,MI,L,Y,PLC00001726
A00003704,Ana Stecklein,95503,CA,Eureka,461 Alder Street,,49,Y,MI,M,Y,PLC00003791
A00005189,Jose Sullivan,31419,GA,Savannah,212 Holiday Circle,,30,Y,MI,H,Y,PLC00002016
A00007525,Robert Holder,85306,AZ,Glendale,5549 West Hearn Road,,29,Y,MI,L,Y,PLC00002800
A00000932,Ronald Doane,5650,VT,Woodbury,848 Vermont 14,,28,Y,MI,M,Y,PLC00001844
A00007821,Dylan Sarracino,94610,CA,Oakland,474 Merritt Avenue,,32,Y,LI,M,Y,PLC00000247
A00001998,Steven Grilli,94541,CA,Hayward,22538 6th Street,,29,Y,LI,L,Y,PLC00002191
A00003670,Joyce Acosta,5488,VT,,114 Middle Road,,59,Y,MI,M,Y,PLC00004648
A00007695,Charlotte Audia,73162,OK,Oklahoma City,7308 Northwest 119th Street,,34,N,MI,L,Y,PLC00009026
A00004464,Octavio Woods,5360,VT,Stratton,653 Stratton Arlington Road,,52,Y,LI,L,Y,PLC00003796
A00006589,Deborah Le,85303,AZ,Glendale,7111 North 75th Avenue,#1067,59,Y,MI,H,Y,PLC00006055
A00009242,George Angulo,21108,MD,Millersville,8243 Daniels Purchase Way,,36,Y,MI,M,Y,PLC00001077
A00000864,Kevin Metz,73034,OK,Edmond,230 East 8th Street,,36,Y,MI,L,Y,PLC00007099
A00009115,Tammy Gales,31406,GA,Savannah,27 Leary Drive,,46,Y,MI,L,N,PLC00005565
A00007741,John Ordonez,21122,MD,Pasadena,1780 Poplar Ridge Road,,54,Y,MI,L,Y,PLC00008996
A00001690,Buford Taylor,21146,MD,Severna Park,212 Ambleside Drive,,63,Y,MI,M,Y,PLC00007068
A00000559,Edward Hamons,36117,AL,Montgomery,9008 Grayson Grove Court,,55,Y,HI,L,Y,PLC00007594
A00004628,James Culver,99507,AK,Anchorage,6160 Norm Drive,,39,Y,LI,L,N,PLC00003408
A00001351,George Robinson,21012,MD,Arnold,982 Stonington Drive,,41,Y,MI,M,Y,PLC00001276
A00005017,Jacqueline Castillo,36106,AL,Montgomery,3060 Zelda Road,,35,Y,LI,L,Y,PLC00004503
A00004103,Terry Lohr,73129,OK,Oklahoma City,301 Southeast 37th Street,,34,Y,MI,M,N,PLC00001992
A00007210,Michele Isham,36116,AL,Montgomery,5813 Hammermill Loop,,61,Y,MI,M,Y,PLC00005031
A00000507,Richard Kintner,85301,AZ,Glendale,7102 North 43rd Avenue,#160,63,Y,HI,M,Y,PLC00003967
A00008569,William Adams,73159,OK,Oklahoma City,3208 Southwest 65th Street,,47,Y,MI,M,N,PLC00005021
A00000795,Alejandro Haggard,94550,CA,Livermore,1679 Frederick Michael Way,,56,Y,MI,M,Y,PLC00009417
A00000335,Lawrence Testa,20003,DC,Washington,421 1/2 6th Street Southeast,,41,Y,MI,M,Y,PLC00005486
A00004581,Richard Coleman,6042,CT,Manchester,16 Pine Hill Street,,38,Y,LI,L,N,PLC00004690
A00002655,James Wilcox,72701,AR,Fayetteville,780 South Wilmington Avenue,#107,61,Y,LI,M,Y,PLC00006011
A00003458,Daniel Marsh,37208,TN,Nashville,1400 Rosa L Parks Boulevard,#305,40,Y,LI,M,Y,PLC00007840
A00005352,Mandi Delgado,20020,DC,Washington,1514 16th Street Southeast,,30,Y,HI,H,Y,PLC00003985
A00008469,Darla Clark,31419,GA,Savannah,10 Dalry Lane,,64,Y,LI,L,Y,PLC00003341
A00009853,James Wireman,32408,FL,Panama City Beach,4216 Lorraine Street,,25,Y,MI,M,Y,PLC00004991
A00008186,James Hobbs,20001,DC,Washington,615 Q Street Northwest,,35,Y,HI,M,Y,PLC00004271
A00004161,Jason Coyle,72703,AR,Fayetteville,2027 North Shannon Drive,#5,45,Y,LI,L,N,PLC00004357
A00007608,John Harley,40222,KY,Louisville,120 North Hurstbourne Parkway,#622,33,Y,MI,M,N,PLC00004948
A00009093,Patricia Humann,72701,AR,Fayetteville,620 Oakland Avenue,,37,Y,MI,H,Y,PLC00000018
A00009245,Ralph Warren,85308,AZ,Glendale,7453 West Melinda Lane,,29,Y,MI,M,Y,PLC00005519
A00008333,Herlinda Damelio,95966,CA,Oroville,1870 A Street,,41,Y,MI,H,N,PLC00007071
A00004027,Anne Forsythe,36116,AL,Montgomery,5813 Hammermill Loop,,46,Y,MI,L,N,PLC00007000
A00001847,Danny White,37211,TN,Nashville,355 Gillette Road,,60,Y,HI,M,Y,PLC00002601
A00008530,Teresa Romero,40211,KY,Louisville,1700 William E Summers III Avenue,#201,63,Y,MI,L,Y,PLC00007366
A00006225,Corine Bergquist,99516,AK,Anchorage,4800 Huffman Road,,52,Y,MI,M,Y,PLC00005323
A00001661,Kyle Mcbride,72701,AR,Fayetteville,600 West North Street,#D2,47,Y,HI,L,Y,PLC00008281
A00001563,Wilbert Rifenbark,21061,MD,Glen Burnie,6460 Lacrosse Lane,,42,Y,LI,M,Y,PLC00000417
A00001383,Harry Alexander,94536,CA,Fremont,3526 Sutton Loop,,59,Y,LI,L,Y,PLC00007985
A00005340,Patrick Williams,32438,FL,Fountain,17615 Center Drive,,35,N,HI,L,N,PLC00001378
A00002884,Deborah Stephens,94509,CA,Antioch,1106 Mission Drive,,47,Y,LI,M,Y,PLC00006949
A00007668,Deborah Demaria,31419,GA,Savannah,1431 King George Boulevard,#21-C,28,Y,LI,L,Y,PLC00009559
A00008456,Anthony Lane,80003,CO,Arvada,8757 Lamar Circle,,47,N,HI,M,Y,PLC00003513
A00009882,Mary Lane,73013,OK,Edmond,3612 Jim Robison Drive,,28,Y,HI,H,Y,PLC00009408
A00009423,Kathleen Oconnor,73162,OK,Oklahoma City,12013 Blue Moon Avenue,,34,Y,MI,L,Y,PLC00004848
A00000420,Jennifer Beebe,73159,OK,Oklahoma City,3208 Southwest 65th Street,,57,Y,LI,M,N,PLC00003846
A00006000,Rachel Whittaker,32405,FL,Panama City,2318 Camryns Crossing,,50,Y,LI,L,Y,PLC00002711
A00005951,Jonathan Kaufman,2149,MA,Everett,16 Cabot Street,#2,59,Y,MI,M,Y,PLC00004199
A00009598,Cathy Bain,32951,FL,Melbourne Beach,3035 South Highway A1A,#3B,45,Y,HI,M,Y,PLC00006308
A00005990,Grace Munyon,31401,GA,Savannah,203 East Gwinnett Street,,42,Y,MI,M,N,PLC00008014
A00008082,Alan Hernandez,36116,AL,Montgomery,144 Lauderdale Street,,56,Y,LI,M,Y,PLC00000955
A00009514,Earlene Mclean,31401,GA,Savannah,614 East Duffy Lane,A,40,Y,MI,L,Y,PLC00006279
A00005254,Doris Ray,73072,OK,Norman,4001 Teton Lane,,50,Y,LI,L,Y,PLC00000800
A00000305,Blanche Hedrick,81005,CO,Pueblo,3813 Sheffield Lane,,53,Y,MI,H,N,PLC00001372
A00006964,Courtney Hodges,20017,DC,Washington,509 Franklin Street Northeast,,44,Y,LI,L,Y,PLC00008159
A00001052,Mack Esparza,85308,AZ,Glendale,6366 West Aurora Drive,,28,Y,MI,L,Y,PLC00007497
A00006094,Wade Petersen,32409,FL,Panama City,7321 Mary Jo Avenue,,49,N,LI,L,Y,PLC00002767
A00009063,David Short,94605,CA,Oakland,11150 Sun Valley Drive,,54,N,LI,M,N,PLC00000154
A00009932,Charles Hernandez,85308,AZ,Glendale,5815 West Del Lago Circle,,62,Y,HI,H,Y,PLC00003927
A00009763,Sabrina Mara,6042,CT,Manchester,36 Grove Street,F,62,Y,LI,L,N,PLC00007360
A00001776,Alice Arguelles,99501,AK,Anchorage,875 Latouche Street,#APT 001010,35,Y,MI,M,N,PLC00004501
A00006994,Donald Villarreal,40272,KY,Louisville,11515 Leemont Drive,,38,Y,MI,M,Y,PLC00007830
A00006393,John Ellis,99504,AK,Anchorage,534 Turpin Street,#APT 000001,45,Y,MI,L,Y,PLC00002897
A00000275,Joan Alford,32407,FL,Panama City Beach,13415 Panama City Beach Parkway,,28,Y,LI,L,N,PLC00009608
A00007487,Ladonna Bohne,94605,CA,Oakland,2515 60th Avenue,,31,Y,MI,M,N,PLC00008387
A00008978,Thaddeus Mishar,2184,MA,Braintree,228 Common Street,,27,Y,MI,L,Y,PLC00000216
A00000365,Ivan Tobin,73103,OK,Oklahoma City,417 West Park Place,,37,N,MI,M,N,PLC00003861
A00000262,Oscar Reza,20017,DC,Washington,2803 6th Street Northeast,,48,N,MI,L,N,PLC00004613
A00003214,Chris Smith,80011,CO,Aurora,1613 Ensenada Way,,32,Y,MI,L,Y,PLC00005957
A00005811,Trisha Samuels,32407,FL,Panama City Beach,327 Fairway Boulevard,,56,Y,HI,M,Y,PLC00002778
A00007722,Heather Casey,36110,AL,Montgomery,713 Millard Fuller Drive,,57,Y,HI,M,Y,PLC00003191
A00002432,Ken Kirker,36117,AL,Montgomery,940 Ironwood Drive,,30,Y,HI,L,Y,PLC00001146
A00002433,Kenneth Duffield,40219,KY,Louisville,3623 Chateau Lane,,37,Y,MI,M,N,PLC00000953
A00007700,Luis Blair,32438,FL,Fountain,12610 Webber Road,,56,Y,HI,H,Y,PLC00006724
A00005062,James Bird,40213,KY,Louisville,1311 Durrett Lane,,57,Y,HI,L,Y,PLC00002274
A00003713,James Hatfield,73169,OK,Oklahoma City,7701 Southwest 104th Street,,28,Y,LI,L,Y,PLC00003781
A00005290,Anthony Johnston,32413,FL,Panama City,124 Crane Street,,64,Y,MI,L,Y,PLC00005236
A00007509,Brian Oberpriller,5701,VT,Rutland,57 Pierpoint Avenue,,52,Y,MI,H,Y,PLC00009330
A00007680,Kathryn Batiste,37221,TN,Nashville,9360 Hester Beasley Road,,57,Y,LI,M,Y,PLC00006041
A00000773,Jasmin Neville,36117,AL,Montgomery,521 McGregor Court,,54,Y,HI,L,Y,PLC00008843
A00007405,Henry Fritsch,2169,MA,Quincy,276 Adams Street,,46,Y,LI,H,Y,PLC00009431
A00007016,Terrence Shipps,72701,AR,Fayetteville,306 East Lafayette Street,,49,N,MI,L,N,PLC00008602
A00006521,Mona Avery,94702,CA,Berkeley,1139 Addison Street,#R 1,44,Y,LI,M,N,PLC00004855
A00001150,Richard Brown,31404,GA,Savannah,105 French Run Road,,45,Y,MI,L,Y,PLC00002537
A00009441,Natasha Coe,2721,MA,Fall River,332 Stafford Road,#2,44,Y,HI,M,Y,PLC00006270
A00008728,Frank Fields,37072,TN,Goodlettsville,143 Canton Court,,58,Y,LI,H,N,PLC00007761
A00004398,Flora Chamberlain,20011,DC,Washington,1516 Buchanan Street Northwest,,29,Y,LI,L,N,PLC00000321
A00003353,Betty Harper,2081,MA,Walpole,502 Main Street,,49,Y,MI,M,N,PLC00001843
A00007559,Jacob Jones,99515,AK,Anchorage,10891 Kamishak Bay Circle,,49,Y,MI,L,N,PLC00004625
A00005026,Misty Fanney,80005,CO,Arvada,8556 Nelson Court,,62,Y,LI,L,N,PLC00004509
A00007073,Natashia Jeune,85302,AZ,Glendale,6201 West Olive Avenue,#3172,30,Y,MI,L,Y,PLC00001699
A00000925,Gladys Perry,5701,VT,Rutland,17 Hillcrest Road,,40,Y,MI,M,Y,PLC00007943
A00001826,Jack Allison,36117,AL,Montgomery,1208 Festival Lane,,60,Y,MI,L,Y,PLC00000656
A00000813,Boyd Trajillo,32401,FL,Panama City,1328 Jenks Avenue,,41,Y,MI,L,Y,PLC00005356
A00009085,Jo Larson,32407,FL,Panama City Beach,9321 Amy Lane,,28,N,LI,L,Y,PLC00007792
A00007170,Terry Glover,40228,KY,Louisville,8716 Astrid Avenue,,47,N,MI,M,N,PLC00007145
A00001462,Dorothy Nalley,95820,CA,Sacramento,4920 Quonset Drive,,26,Y,MI,M,N,PLC00009891
A00002964,Nancy Whittle,72703,AR,Fayetteville,1828 East Parkshore Drive,#8,33,Y,HI,L,Y,PLC00006219
A00008947,Mitchell Vineyard,6040,CT,Manchester,29 Lucian Street,,57,Y,MI,H,Y,PLC00000031
A00005191,Karen Duffey,73012,OK,Edmond,19448 Currant Drive,,47,Y,LI,L,Y,PLC00002591
A00007378,Whitney Byers,73135,OK,Oklahoma City,4725 Royal Oak Drive,,25,Y,LI,L,Y,PLC00009502
A00003184,Robert Paul,31419,GA,Savannah,1431 King George Boulevard,#21-C,62,Y,MI,L,Y,PLC00006361
A00000285,Shannon Burton,31401,GA,Savannah,1900 Lincoln Street,#206,42,Y,HI,H,Y,PLC00006546
A00008939,Luisa Marshall,21403,MD,Annapolis,1002 Cedar Ridge Court,,58,Y,HI,M,N,PLC00003561
A00006954,Katelyn Cianciola,36116,AL,Montgomery,4136 East Virginia Lane,,29,Y,LI,L,Y,PLC00002299
A00008515,Lan Eoff,95076,CA,,942 Lewis Road,,33,Y,MI,L,Y,PLC00009028
A00006286,Charles Wadley,92868,CA,Orange,2134 West Mills Drive,,39,Y,HI,L,Y,PLC00001374
A00008805,Tony Mcandrew,20016,DC,Washington,4430 Davenport Street Northwest,,55,Y,MI,L,Y,PLC00005605
A00004893,Samuel Lind,20018,DC,Washington,3024 24th Street Northeast,,34,Y,HI,M,Y,PLC00000469
A00008905,Clora Anderson,20002,DC,Washington,1110 Okie Street Northeast,,62,Y,LI,L,Y,PLC00009107
A00004142,Monica Jarvis,20002,DC,Washington,449 15th Street Northeast,,61,Y,LI,H,Y,PLC00009496
A00004844,Goldie Iraheta,2139,MA,Cambridge,594 Putnam Avenue,#2,39,Y,HI,L,Y,PLC00001662
A00005425,Amanda Fletcher,20724,MD,Laurel,8320 Cloud Street,,39,Y,LI,H,Y,PLC00008975
A00006107,Colleen Johnson,2346,MA,Middleborough,222 Plymouth Street,A,34,Y,HI,L,N,PLC00004878
A00009959,Chester George,92008,CA,Carlsbad,5805 Armada Drive,,35,Y,LI,M,Y,PLC00003161
A00008976,Erika Bottone,5701,VT,Rutland,5 Meadow Lane,,30,Y,HI,L,Y,PLC00005033
A00004685,Steven Carmack,36105,AL,Montgomery,3354 Wilmington Road,,60,Y,MI,L,Y,PLC00008528
A00004024,Shelly Benson,73160,OK,Moore,720 Southwest 2nd Street,,63,Y,HI,L,Y,PLC00004382
A00005023,Garland Macdougall,85308,AZ,Glendale,18330 North 79th Avenue,#3155,30,Y,MI,L,Y,PLC00007207
A00004632,Clifton Deluca,6040,CT,Manchester,52 Linnmore Drive,,48,Y,LI,M,Y,PLC00000712
A00005901,Ron Morrison,80005,CO,Arvada,13931 West 87th Drive,,33,Y,HI,L,Y,PLC00002672
A00007858,John Park,5482,VT,Shelburne,135 Pond Road,,61,Y,MI,M,Y,PLC00000047
A00009508,Melvin Newlon,5408,VT,Burlington,58 North Cove Road,,43,Y,LI,L,N,PLC00002956
A00002462,Danny Lawrence,92867,CA,Orange,3318 East Woodbine Road,,41,Y,MI,L,Y,PLC00009995
A00007506,Christa Nance,31405,GA,Savannah,201 Lee Boulevard,,45,Y,MI,L,Y,PLC00002247
A00002199,Daniel Thornton,94709,CA,Berkeley,1643 Oxford Street,R C,25,Y,LI,M,N,PLC00006909
A00007788,Tracey Miner,99503,AK,Anchorage,1353 West 27th Avenue,#APT 000004,39,Y,HI,L,N,PLC00004599
A00006594,Garnet Williamson,85304,AZ,Glendale,13426 North 54th Drive,,30,Y,LI,H,Y,PLC00006339
A00002977,Michele Longbrake,31419,GA,Savannah,13213 Spanish Moss Road,,34,Y,MI,H,N,PLC00000043
A00005651,Daniel Wong,80005,CO,Arvada,11865 West 74th Avenue,,32,Y,LI,L,Y,PLC00006040
A00004807,Jack Linden,94538,CA,Fremont,4511 Sloat Road,,48,Y,HI,L,Y,PLC00002024
A00002525,Gerardo Parker,37214,TN,Nashville,227 Danyacrest Drive,,37,N,MI,M,Y,PLC00003143
A00007456,Houston Lemus,32404,FL,Panama City,7000 Hugh Drive,,32,Y,HI,M,Y,PLC00007332
A00002870,Michael Yokley,72704,AR,Fayetteville,3034 Mica Street,,44,Y,LI,L,Y,PLC00004744
A00009414,Corey Monford,6040,CT,Manchester,200 Boulder Road,,60,Y,MI,M,N,PLC00003149
A00001002,Holly Herring,99507,AK,Anchorage,7941 Alpine View Circle,,36,Y,LI,H,N,PLC00007306
A00008172,Jennifer Carswell,40204,KY,Louisville,1505 Rosewood Avenue,#11,58,Y,MI,H,Y,PLC00004937
A00002686,Cynthia Mcfarland,32401,FL,Panama City,1021 North Center Avenue,,35,N,MI,L,N,PLC00005798
A00009460,Melanie Cardona,31404,GA,Savannah,2230 Armstrong Drive,,41,Y,HI,L,Y,PLC00006735
A00000449,Lillian Bemis,94606,CA,Oakland,2640 8th Avenue,C,25,Y,MI,L,Y,PLC00003538
A00005486,Jean Jaime,94587,CA,Union City,4231 Miramonte Way,,32,Y,MI,L,Y,PLC00002703
A00000454,Wayne Timme,20778,MD,West River,922 Judge Court East,,63,N,HI,M,Y,PLC00001582
A00005977,Lee Maldonado,2169,MA,Quincy,55 Armory Street,#1,59,Y,MI,L,N,PLC00009116
A00007229,Robert Golden,36109,AL,Montgomery,463 East Rutgers Loop,,49,Y,LI,L,Y,PLC00000809
A00004509,Anna Solorio,37072,TN,Goodlettsville,143 Canton Court,,55,Y,LI,M,Y,PLC00005901
A00002401,David Hodge,72701,AR,Fayetteville,606 National Street,#306,64,Y,LI,H,Y,PLC00000566
A00000053,Arnold Swelgart,6042,CT,Manchester,74 Westerly Street,,26,Y,MI,M,N,PLC00002748
A00000708,Virginia Morris,94546,CA,Castro Valley,19416 Barclay Road,,59,Y,HI,L,N,PLC00006962
A00002583,Ryan Beecher,94568,CA,Dublin,6716 South Mariposa Lane,,43,Y,HI,L,N,PLC00009071
A00003857,Isabelle Valencia,36117,AL,Montgomery,882 Plantation Way,,42,Y,MI,L,Y,PLC00005401
A00007329,Eliza Hall,40299,KY,Louisville,3823 Shannon Run Trail,,59,Y,MI,L,Y,PLC00004106
A00002951,Christopher Nock,99504,AK,Anchorage,8101 Northwind Avenue,,25,Y,MI,L,Y,PLC00009693
A00002673,Jerry Poblete,80003,CO,Arvada,4455 West 61st Place,,43,Y,HI,M,Y,PLC00008109
A00002054,Kathryn Blumenstock,37115,TN,Nashville,555 North Dupont Avenue,#C-55,63,Y,MI,L,Y,PLC00002167
A00002940,Corinne Bundy,36109,AL,Montgomery,3125 Willow Lane Drive,,39,Y,MI,M,N,PLC00002575
A00002849,Myra Nunnally,99577,AK,Anchorage,17361 Baronoff Avenue,,28,Y,MI,L,Y,PLC00008868
A00001345,Helen Acquaviva,72704,AR,Fayetteville,3111 West Ika Lane,,46,Y,MI,M,Y,PLC00004280
A00001615,Joseph Chinn,32408,FL,Panama City,618 Amberjack Drive,,57,Y,MI,L,Y,PLC00001958
A00008513,Manuel Barker,85308,AZ,Glendale,5804 West Abraham Lane,,58,Y,MI,L,N,PLC00005103
A00009257,Susan Wilson,36117,AL,Montgomery,1914 Stratford Downs Drive,,41,Y,HI,M,Y,PLC00004245
A00000873,Eric Melear,80004,CO,Arvada,6672 Urban Court,,26,Y,MI,M,Y,PLC00002364
A00000287,Rosalva Janson,32408,FL,Panama City Beach,8507 Lorento Street,,27,N,HI,H,Y,PLC00006993
A00006706,Robert Valdez,85306,AZ,Glendale,5205 West Thunderbird Road,#1042,50,Y,LI,M,Y,PLC00005655
A00008065,Gregory Kelly,37207,TN,Nashville,713 Ringgold Drive,,26,Y,LI,M,N,PLC00008983
A00008235,Joseph Smith,37211,TN,Nashville,5029 Montclair Drive,,31,Y,HI,M,Y,PLC00008153
A00006777,Timothy Stewart,6042,CT,Manchester,202 Deer Run Trail,,31,Y,HI,H,Y,PLC00001818
A00005897,Ladonna Gray,73401,OK,Ardmore,4712 Rock Creek Road,,59,Y,MI,L,N,PLC00001037
A00003299,Spencer Stewart,80004,CO,Arvada,7981 Robinson Way,,29,Y,MI,M,Y,PLC00006614
A00006224,Theresa Jenkins,20778,MD,West River,922 Judge Court East,,52,N,LI,L,N,PLC00004104
A00008649,Jason Nelson,21401,MD,Annapolis,992 Sherwood Forest Road,,39,Y,MI,L,Y,PLC00008023
